wavelength,real_1,real_2,real_3,real_4,real_5,real_6,real_7,real_8,real_9,real_10
414.812,2.32,2.45,1.31,1.35,2.08,2.08,1.62,1.23,1.31,1.21
415.172,2.33,2.43,1.32,1.34,2.07,2.02,1.62,1.23,1.3,1.23
415.533,2.35,2.44,1.33,1.37,2.13,2,1.68,1.26,1.31,1.28
415.893,2.34,2.41,1.35,1.36,2.12,1.95,1.72,1.21,1.31,1.29
416.253,2.36,2.4,1.34,1.34,2.13,1.99,1.75,1.22,1.33,1.28
416.613,2.07,2.13,1.16,1.09,1.65,1.54,1.4,0.8,0.9,1.02
416.974,2.09,2.11,1.13,1.08,1.59,1.54,1.34,0.79,0.86,0.98
417.334,2.09,2.11,1.1,1.14,1.57,1.52,1.29,0.78,0.86,0.94
417.694,2.08,2.1,1.13,1.18,1.54,1.56,1.28,0.76,0.85,0.95
418.054,2.14,2.08,1.13,1.15,1.55,1.51,1.25,0.79,0.82,0.95
418.414,2.16,2.09,1.16,1.19,1.57,1.45,1.24,0.79,0.83,0.97
418.774,2.15,2.11,1.18,1.16,1.53,1.5,1.19,0.77,0.79,0.94
419.134,2.14,2.15,1.17,1.16,1.52,1.53,1.2,0.77,0.78,0.91
419.494,2.14,2.09,1.19,1.12,1.47,1.57,1.17,0.73,0.78,0.84
419.853,2.14,2.09,1.15,1.12,1.48,1.57,1.19,0.73,0.8,0.84
420.213,2.13,2.09,1.17,1.14,1.47,1.53,1.16,0.73,0.81,0.86
420.573,2.11,2.08,1.18,1.16,1.48,1.55,1.17,0.75,0.8,0.86
420.933,2.08,2.05,1.14,1.09,1.48,1.55,1.2,0.73,0.78,0.84
421.292,2.09,2.07,1.18,1.06,1.52,1.58,1.24,0.74,0.81,0.85
421.652,2.1,2.05,1.14,1,1.55,1.51,1.23,0.73,0.74,0.85
422.011,2.13,2.1,1.17,1.03,1.64,1.65,1.33,0.81,0.83,0.93
422.371,2.16,2.09,1.16,1.04,1.62,1.65,1.28,0.83,0.82,0.95
422.73,2.24,2.16,1.15,1.15,1.74,1.67,1.35,0.91,0.91,1.08
423.09,2.29,2.15,1.16,1.19,1.77,1.67,1.39,0.97,0.92,1.13
423.449,2.23,2.19,1.12,1.2,1.76,1.6,1.33,0.95,0.86,1.15
423.809,2.25,2.21,1.16,1.22,1.81,1.61,1.34,0.98,0.87,1.21
424.168,2.25,2.23,1.14,1.24,1.81,1.67,1.36,0.97,0.86,1.22
424.527,2.29,2.26,1.16,1.21,1.79,1.64,1.35,0.96,0.86,1.22
424.887,2.31,2.27,1.18,1.23,1.8,1.62,1.35,0.97,0.9,1.2
425.246,2.3,2.25,1.14,1.24,1.83,1.57,1.34,0.97,0.88,1.18
425.605,2.38,2.3,1.18,1.29,1.85,1.64,1.35,1.03,0.94,1.2
425.964,2.34,2.29,1.13,1.27,1.76,1.56,1.24,0.94,0.86,1.14
426.323,2.33,2.32,1.14,1.27,1.8,1.59,1.29,0.94,0.88,1.14
426.682,2.26,2.25,1.14,1.13,1.67,1.54,1.24,0.86,0.79,1.04
427.041,2.27,2.23,1.14,1.15,1.7,1.58,1.2,0.86,0.8,1
427.4,2.32,2.25,1.17,1.13,1.73,1.62,1.27,0.86,0.85,0.97
427.759,2.36,2.26,1.17,1.13,1.78,1.64,1.28,0.86,0.88,0.94
428.118,2.41,2.25,1.19,1.12,1.8,1.62,1.26,0.87,0.88,0.91
428.477,2.41,2.27,1.18,1.17,1.9,1.63,1.3,0.88,0.88,0.9
428.835,2.41,2.28,1.17,1.18,1.93,1.64,1.3,0.9,0.88,0.93
429.194,2.39,2.34,1.22,1.18,1.93,1.69,1.32,0.9,0.85,0.93
429.553,2.35,2.33,1.19,1.18,1.94,1.64,1.32,0.85,0.81,0.93
429.911,2.38,2.34,1.22,1.21,1.98,1.64,1.36,0.93,0.86,0.91
430.27,2.38,2.35,1.23,1.22,1.99,1.67,1.34,0.96,0.84,0.87
430.629,2.43,2.44,1.24,1.34,2.12,1.75,1.37,1.07,0.96,0.93
430.987,2.44,2.5,1.26,1.3,2.1,1.69,1.36,1.02,0.96,0.9
431.346,2.42,2.49,1.24,1.32,2.08,1.69,1.34,1.02,0.93,0.89
431.704,2.38,2.5,1.25,1.32,2.05,1.71,1.35,1.01,0.89,0.88
432.062,2.36,2.53,1.24,1.3,2.08,1.69,1.38,1.02,0.91,0.9
432.421,2.36,2.5,1.23,1.28,2.03,1.7,1.34,1.01,0.86,0.87
432.779,2.39,2.54,1.25,1.27,2.07,1.72,1.36,1,0.86,0.87
433.137,2.44,2.48,1.22,1.3,2.08,1.72,1.38,1.01,0.89,0.92
433.496,2.45,2.49,1.27,1.27,2.05,1.81,1.39,1.02,0.96,0.89
433.854,2.47,2.47,1.28,1.23,2.07,1.79,1.41,0.97,0.91,0.94
434.212,2.46,2.47,1.26,1.25,1.99,1.79,1.42,0.89,0.88,0.9
434.57,2.45,2.45,1.27,1.26,1.94,1.79,1.46,0.84,0.87,0.9
434.928,2.4,2.44,1.27,1.29,1.98,1.82,1.51,0.87,0.84,0.92
435.286,2.37,2.45,1.3,1.27,1.98,1.81,1.48,0.88,0.84,0.92
435.644,2.42,2.46,1.28,1.28,2.03,1.85,1.48,0.92,0.83,0.93
436.002,2.44,2.49,1.27,1.28,2.01,1.91,1.51,0.91,0.79,0.92
436.36,2.47,2.52,1.28,1.29,2.04,1.91,1.55,0.94,0.82,0.97
436.718,2.41,2.45,1.23,1.27,1.9,1.87,1.48,0.91,0.79,0.93
437.075,2.39,2.52,1.24,1.27,1.92,1.88,1.48,0.94,0.79,0.93
437.433,2.37,2.56,1.21,1.3,1.95,1.87,1.44,0.98,0.77,0.94
437.791,2.36,2.59,1.17,1.27,1.94,1.86,1.44,0.99,0.76,0.86
438.149,2.35,2.59,1.15,1.24,1.97,1.81,1.44,0.97,0.78,0.89
438.506,2.31,2.56,1.11,1.14,1.93,1.74,1.36,0.95,0.65,0.84
438.864,2.33,2.51,1.07,1.16,1.89,1.72,1.33,0.97,0.68,0.77
439.221,2.38,2.52,1.05,1.19,1.94,1.79,1.35,0.94,0.69,0.74
439.579,2.36,2.55,1.08,1.24,1.95,1.8,1.38,0.94,0.75,0.74
439.936,2.35,2.54,1.08,1.25,1.98,1.78,1.35,0.98,0.74,0.71
440.294,2.35,2.52,1.08,1.24,1.99,1.75,1.32,0.96,0.74,0.69
440.651,2.38,2.54,1.12,1.28,2.1,1.76,1.34,0.93,0.75,0.66
441.009,2.39,2.52,1.14,1.25,2.05,1.74,1.33,0.87,0.73,0.6
441.366,2.37,2.5,1.16,1.25,2.06,1.74,1.37,0.85,0.68,0.59
441.723,2.35,2.49,1.21,1.31,2.08,1.78,1.4,0.86,0.71,0.65
442.08,2.39,2.52,1.28,1.35,2.14,1.84,1.43,0.96,0.75,0.67
442.437,2.43,2.55,1.28,1.39,2.22,1.86,1.44,0.96,0.82,0.68
442.795,2.47,2.6,1.33,1.39,2.27,1.89,1.44,0.94,0.85,0.78
443.152,2.48,2.61,1.33,1.4,2.27,1.87,1.43,0.98,0.89,0.84
443.509,2.48,2.56,1.3,1.34,2.23,1.81,1.37,0.94,0.85,0.83
443.866,2.46,2.53,1.32,1.32,2.19,1.82,1.36,0.93,0.84,0.79
444.223,2.43,2.58,1.31,1.35,2.21,1.82,1.35,0.92,0.82,0.77
444.58,2.46,2.63,1.34,1.4,2.23,1.86,1.35,0.98,0.85,0.81
444.936,2.49,2.64,1.35,1.46,2.29,1.9,1.38,1.02,0.89,0.88
445.293,2.5,2.66,1.32,1.5,2.28,1.89,1.38,1.04,0.97,0.95
445.65,2.53,2.68,1.29,1.49,2.28,1.93,1.34,1.05,0.98,0.95
446.007,2.54,2.66,1.28,1.51,2.27,1.98,1.31,1.03,0.97,0.92
446.363,2.55,2.65,1.34,1.51,2.25,2,1.32,1.06,0.96,0.93
446.72,2.55,2.66,1.34,1.51,2.26,2.04,1.35,1.06,0.94,0.92
447.077,2.6,2.68,1.4,1.55,2.28,2.04,1.36,1.11,0.87,0.94
447.433,2.61,2.68,1.41,1.56,2.29,2.03,1.36,1.14,0.85,0.95
447.79,2.66,2.72,1.44,1.62,2.35,2.04,1.36,1.2,0.92,1.03
448.146,2.72,2.74,1.44,1.62,2.33,2.13,1.41,1.2,0.98,1.04
448.503,2.72,2.73,1.43,1.62,2.28,2.11,1.45,1.22,0.97,1.06
448.859,2.73,2.73,1.41,1.58,2.25,2.07,1.48,1.22,0.97,1.02
449.215,2.79,2.73,1.51,1.59,2.31,2.11,1.52,1.29,0.98,1.01
449.572,2.8,2.75,1.58,1.64,2.37,2.1,1.56,1.33,1.04,0.99
449.928,2.83,2.78,1.55,1.65,2.42,2.05,1.6,1.33,1.1,1.01
450.284,2.86,2.8,1.53,1.65,2.48,2.09,1.64,1.36,1.14,1.01
450.641,2.83,2.79,1.52,1.63,2.44,2.04,1.59,1.34,1.1,0.97
450.997,2.78,2.83,1.52,1.62,2.46,2.07,1.65,1.38,1.15,0.94
451.353,2.76,2.85,1.54,1.64,2.48,2.1,1.67,1.33,1.12,0.91
451.709,2.76,2.81,1.52,1.64,2.45,2.05,1.7,1.27,1.09,0.95
452.065,2.74,2.79,1.57,1.64,2.49,2.04,1.71,1.32,1.07,0.98
452.421,2.71,2.81,1.54,1.59,2.52,2.05,1.68,1.3,1.05,0.92
452.777,2.71,2.82,1.55,1.56,2.58,2.06,1.67,1.26,1.07,0.88
453.133,2.68,2.85,1.5,1.59,2.6,2.04,1.63,1.26,1.06,0.84
453.488,2.67,2.79,1.43,1.55,2.58,1.95,1.55,1.23,0.96,0.78
453.844,2.69,2.8,1.48,1.56,2.6,2.02,1.59,1.31,0.95,0.82
454.2,2.73,2.82,1.48,1.63,2.59,2.01,1.61,1.26,1,0.85
454.556,2.74,2.85,1.49,1.66,2.64,2,1.7,1.3,1.05,0.93
454.911,2.78,2.81,1.47,1.71,2.64,1.99,1.68,1.25,0.99,0.91
455.267,2.81,2.86,1.47,1.75,2.65,2.06,1.7,1.24,1.02,0.94
455.623,2.83,2.89,1.47,1.74,2.67,2.07,1.74,1.24,1.06,0.9
455.978,2.83,2.89,1.45,1.74,2.64,2.05,1.77,1.21,1.02,0.88
456.334,2.91,2.94,1.48,1.8,2.68,2.09,1.87,1.24,1.07,0.89
456.689,2.91,2.97,1.48,1.82,2.67,2.14,1.91,1.26,1.08,0.96
457.045,2.91,2.91,1.42,1.74,2.62,2.12,1.91,1.2,1.03,0.92
457.4,2.9,2.99,1.44,1.73,2.6,2.17,1.93,1.2,1.07,0.98
457.755,2.84,2.96,1.39,1.69,2.51,2.12,1.9,1.11,1.01,0.87
458.111,2.81,2.96,1.42,1.68,2.53,2.09,1.9,1.1,0.95,0.83
458.466,2.82,2.97,1.43,1.67,2.52,2.14,1.84,1.09,0.94,0.78
458.821,2.79,3,1.4,1.7,2.49,2.19,1.82,1.1,0.99,0.81
459.176,2.74,2.96,1.33,1.59,2.43,2.16,1.82,1.1,0.96,0.78
459.531,2.72,2.99,1.34,1.63,2.44,2.25,1.87,1.12,0.97,0.75
459.886,2.72,2.95,1.32,1.59,2.42,2.18,1.79,1.09,0.98,0.67
460.242,2.71,2.92,1.32,1.56,2.44,2.14,1.73,1.08,0.95,0.68
460.597,2.7,2.89,1.3,1.53,2.44,2.07,1.65,1.04,0.92,0.65
460.951,2.73,2.93,1.32,1.56,2.47,2.12,1.65,1.02,0.94,0.71
461.306,2.75,2.92,1.36,1.64,2.53,2.17,1.73,1.08,0.91,0.73
461.661,2.81,2.94,1.39,1.68,2.57,2.24,1.74,1.12,0.93,0.79
462.016,2.78,2.92,1.36,1.66,2.56,2.24,1.72,1.14,0.93,0.77
462.371,2.8,2.9,1.33,1.65,2.57,2.22,1.72,1.12,0.94,0.78
462.726,2.86,2.9,1.37,1.64,2.63,2.19,1.81,1.18,0.95,0.78
463.08,2.94,2.93,1.42,1.68,2.69,2.21,1.82,1.27,1.01,0.81
463.435,2.94,2.92,1.38,1.69,2.67,2.14,1.72,1.25,0.94,0.78
463.79,2.93,2.94,1.36,1.71,2.71,2.19,1.73,1.26,0.93,0.77
464.144,2.93,2.94,1.34,1.74,2.65,2.19,1.74,1.23,0.95,0.73
464.499,2.95,2.95,1.39,1.78,2.64,2.24,1.8,1.27,0.94,0.72
464.853,2.93,2.98,1.4,1.82,2.66,2.21,1.81,1.3,0.94,0.66
465.208,2.94,3,1.39,1.79,2.71,2.22,1.83,1.31,0.97,0.66
465.562,2.98,3.03,1.44,1.86,2.76,2.25,1.88,1.35,1.1,0.72
465.916,2.93,3.05,1.44,1.83,2.74,2.23,1.82,1.35,1.07,0.71
466.271,2.91,3.04,1.44,1.83,2.72,2.23,1.84,1.32,1.05,0.66
466.625,2.93,3.05,1.42,1.88,2.73,2.24,1.79,1.28,1.05,0.69
466.979,2.92,3.08,1.42,1.95,2.77,2.26,1.77,1.25,1.03,0.68
467.333,2.94,3.11,1.48,2,2.82,2.29,1.79,1.26,1.08,0.7
467.688,2.98,3.15,1.51,1.97,2.79,2.34,1.83,1.31,1.07,0.76
468.042,2.99,3.15,1.52,2,2.87,2.35,1.87,1.32,1.08,0.84
468.396,3.02,3.14,1.5,1.99,2.92,2.39,1.82,1.31,1.09,0.83
468.75,3.05,3.12,1.49,1.94,2.9,2.41,1.8,1.31,1.06,0.84
469.104,3.06,3.15,1.52,1.93,2.85,2.45,1.78,1.28,1.09,0.86
469.458,3.02,3.11,1.43,1.88,2.85,2.41,1.71,1.21,0.98,0.79
469.811,3.12,3.12,1.42,1.95,2.93,2.51,1.81,1.25,1.02,0.84
470.165,3.18,3.19,1.48,2.02,3,2.63,1.87,1.33,1.05,0.92
470.519,3.17,3.19,1.5,2.03,3.06,2.68,1.88,1.31,1.08,0.95
470.873,3.19,3.16,1.51,1.97,3.04,2.64,1.89,1.27,1.08,0.92
471.227,3.21,3.16,1.48,1.93,3.02,2.64,1.95,1.29,1.07,0.95
471.58,3.24,3.14,1.5,2,3.13,2.66,1.96,1.3,1.13,0.96
471.934,3.22,3.1,1.48,1.95,3.12,2.66,1.93,1.27,1.12,0.88
472.287,3.16,3.12,1.46,1.99,3.09,2.64,1.96,1.29,1.11,0.85
472.641,3.16,3.12,1.46,2.03,3.12,2.64,1.98,1.25,1.07,0.82
472.995,3.14,3.07,1.38,2.01,3.1,2.54,1.93,1.23,1.04,0.76
473.348,3.17,3.08,1.41,2,3.06,2.57,1.96,1.26,1.08,0.72
473.701,3.15,3.08,1.45,2,3.08,2.57,1.96,1.23,1.09,0.7
474.055,3.1,3.04,1.39,1.96,3.06,2.48,1.94,1.16,1.02,0.64
474.408,3.11,3.07,1.35,1.87,3,2.43,1.93,1.18,0.96,0.53
474.761,3.09,3.07,1.33,1.89,3.05,2.43,1.97,1.22,0.96,0.52
475.115,3.08,3.09,1.33,1.88,3.07,2.5,1.97,1.19,0.96,0.51
475.468,3.04,3.09,1.29,1.83,2.98,2.45,1.94,1.11,0.92,0.46
475.821,3.1,3.16,1.36,1.91,3.02,2.52,2.01,1.17,0.97,0.51
476.174,3.14,3.18,1.37,1.9,3.07,2.55,2.05,1.21,0.98,0.6
476.527,3.17,3.22,1.46,1.99,3.11,2.63,2.17,1.29,1.08,0.7
476.88,3.19,3.26,1.52,2.03,3.19,2.71,2.23,1.29,1.09,0.73
477.233,3.15,3.32,1.53,2.04,3.22,2.65,2.21,1.25,1.07,0.82
477.586,3.17,3.33,1.53,2,3.22,2.66,2.2,1.24,1.03,0.82
477.939,3.18,3.35,1.54,2.02,3.23,2.7,2.22,1.28,1.09,0.84
478.292,3.19,3.33,1.52,2.07,3.26,2.69,2.2,1.29,1.1,0.85
478.645,3.17,3.34,1.53,2.09,3.2,2.71,2.14,1.26,1.1,0.86
478.998,3.15,3.31,1.53,2.08,3.17,2.64,2.09,1.25,1.1,0.81
479.35,3.16,3.38,1.54,2.13,3.21,2.69,2.12,1.29,1.11,0.86
479.703,3.1,3.35,1.51,2.1,3.2,2.62,2.06,1.28,1.07,0.86
480.056,3.12,3.34,1.52,2.12,3.2,2.62,2.05,1.29,1.08,0.84
480.408,3.08,3.32,1.45,2.08,3.15,2.58,1.97,1.27,1.04,0.78
480.761,3.06,3.31,1.41,2.06,3.1,2.53,1.93,1.28,1.03,0.76
481.113,3.11,3.35,1.4,2.05,3.15,2.55,1.99,1.32,1.05,0.75
481.466,3.09,3.37,1.4,2.07,3.12,2.53,2.02,1.38,1.08,0.75
481.818,3.12,3.34,1.39,2.1,3.14,2.5,2.01,1.35,1.04,0.74
482.171,3.11,3.33,1.42,2.09,3.14,2.55,2.05,1.35,1.01,0.78
482.523,3.13,3.35,1.43,2.11,3.17,2.57,2.11,1.42,1.04,0.8
482.875,3.17,3.43,1.46,2.16,3.25,2.65,2.19,1.51,1.09,0.9
483.228,3.21,3.45,1.5,2.19,3.25,2.67,2.18,1.56,1.09,0.92
483.58,3.18,3.46,1.48,2.2,3.2,2.67,2.2,1.55,1.07,0.9
483.932,3.17,3.49,1.46,2.22,3.22,2.68,2.19,1.55,1.08,0.9
484.284,3.24,3.54,1.5,2.25,3.24,2.73,2.24,1.54,1.12,0.93
484.636,3.23,3.56,1.54,2.31,3.29,2.75,2.29,1.53,1.12,0.93
484.988,3.19,3.51,1.56,2.34,3.27,2.78,2.26,1.5,1.06,0.86
485.34,3.24,3.56,1.59,2.45,3.33,2.83,2.29,1.53,1.15,0.89
485.692,3.26,3.59,1.6,2.44,3.33,2.88,2.33,1.57,1.18,0.88
486.044,3.27,3.61,1.6,2.49,3.36,2.92,2.32,1.59,1.22,0.89
486.396,3.27,3.6,1.63,2.5,3.36,2.94,2.31,1.59,1.25,0.9
486.748,3.26,3.57,1.62,2.55,3.34,2.91,2.31,1.57,1.2,0.87
487.1,3.24,3.55,1.63,2.58,3.38,2.94,2.32,1.55,1.21,0.9
487.451,3.27,3.57,1.64,2.6,3.41,2.98,2.34,1.56,1.22,0.92
487.803,3.27,3.56,1.65,2.61,3.4,2.97,2.35,1.57,1.25,0.91
488.155,3.27,3.55,1.63,2.6,3.41,2.94,2.35,1.6,1.24,0.9
488.506,3.31,3.56,1.63,2.61,3.41,2.96,2.37,1.64,1.25,0.9
488.858,3.33,3.55,1.64,2.63,3.4,2.97,2.39,1.66,1.29,0.93
489.209,3.28,3.5,1.61,2.57,3.36,2.97,2.36,1.62,1.24,0.9
489.561,3.27,3.51,1.62,2.6,3.38,2.96,2.36,1.61,1.25,0.94
489.912,3.28,3.51,1.65,2.63,3.39,2.96,2.42,1.61,1.29,0.96
490.264,3.3,3.54,1.65,2.66,3.41,2.96,2.43,1.63,1.26,0.99
490.615,3.32,3.55,1.65,2.68,3.42,2.97,2.45,1.64,1.3,0.99
490.966,3.34,3.58,1.63,2.66,3.41,2.96,2.48,1.68,1.32,0.96
491.318,3.37,3.59,1.65,2.66,3.43,2.98,2.49,1.7,1.35,0.95
491.669,3.36,3.58,1.63,2.59,3.44,2.98,2.48,1.67,1.29,0.93
492.02,3.37,3.58,1.63,2.61,3.44,3,2.51,1.65,1.3,0.92
492.371,3.34,3.58,1.61,2.61,3.43,3,2.49,1.67,1.29,0.95
492.722,3.35,3.58,1.61,2.59,3.43,2.99,2.49,1.71,1.27,0.93
493.073,3.38,3.62,1.63,2.61,3.45,3,2.48,1.73,1.28,0.94
493.424,3.41,3.62,1.64,2.64,3.44,3.02,2.51,1.76,1.3,0.94
493.775,3.37,3.59,1.6,2.57,3.39,2.97,2.43,1.71,1.21,0.86
494.126,3.37,3.59,1.57,2.55,3.37,3,2.43,1.65,1.23,0.82
494.477,3.36,3.6,1.58,2.51,3.38,3.01,2.44,1.65,1.23,0.81
494.828,3.35,3.58,1.56,2.51,3.36,2.96,2.44,1.6,1.2,0.79
495.179,3.36,3.56,1.58,2.59,3.34,2.95,2.48,1.63,1.22,0.83
495.53,3.38,3.6,1.61,2.63,3.32,2.96,2.54,1.67,1.25,0.88
495.88,3.41,3.61,1.62,2.66,3.32,2.98,2.54,1.69,1.25,0.89
496.231,3.43,3.59,1.62,2.62,3.33,3.01,2.55,1.65,1.26,0.84
496.582,3.44,3.64,1.62,2.62,3.33,3.04,2.57,1.61,1.28,0.9
496.932,3.44,3.63,1.63,2.64,3.33,3.05,2.62,1.61,1.28,0.91
497.283,3.43,3.68,1.64,2.64,3.34,3.07,2.61,1.61,1.27,0.93
497.633,3.46,3.7,1.65,2.67,3.34,3.1,2.65,1.63,1.3,0.94
497.984,3.48,3.7,1.69,2.7,3.39,3.14,2.72,1.68,1.31,0.99
498.334,3.48,3.69,1.67,2.67,3.38,3.18,2.7,1.67,1.3,1
498.684,3.49,3.68,1.65,2.66,3.36,3.25,2.67,1.68,1.29,1.03
499.035,3.48,3.69,1.63,2.6,3.37,3.25,2.62,1.64,1.26,1
499.385,3.44,3.71,1.62,2.65,3.35,3.26,2.6,1.65,1.24,0.96
499.735,3.41,3.7,1.6,2.62,3.34,3.25,2.59,1.6,1.23,0.95
500.086,3.41,3.74,1.6,2.65,3.37,3.23,2.6,1.6,1.22,0.96
500.436,3.41,3.74,1.57,2.67,3.38,3.21,2.62,1.65,1.24,0.94
500.786,3.41,3.72,1.54,2.69,3.42,3.21,2.61,1.63,1.23,0.93
501.136,3.42,3.69,1.51,2.68,3.45,3.16,2.61,1.63,1.19,0.88
501.486,3.44,3.72,1.56,2.71,3.52,3.22,2.66,1.68,1.23,0.94
501.836,3.45,3.73,1.59,2.73,3.53,3.2,2.63,1.73,1.21,0.95
502.186,3.46,3.77,1.61,2.77,3.54,3.17,2.63,1.77,1.22,0.95
502.536,3.46,3.76,1.62,2.77,3.58,3.18,2.62,1.76,1.21,0.91
502.886,3.47,3.78,1.62,2.83,3.6,3.2,2.64,1.78,1.24,0.88
503.235,3.5,3.77,1.62,2.78,3.64,3.19,2.69,1.78,1.28,0.89
503.585,3.49,3.78,1.61,2.78,3.66,3.2,2.71,1.83,1.32,0.9
503.935,3.5,3.77,1.56,2.76,3.62,3.22,2.71,1.82,1.3,0.89
504.285,3.51,3.78,1.61,2.79,3.64,3.24,2.73,1.83,1.31,0.91
504.634,3.56,3.82,1.67,2.79,3.62,3.33,2.81,1.85,1.35,0.94
504.984,3.52,3.84,1.67,2.81,3.58,3.38,2.83,1.82,1.39,0.94
505.333,3.52,3.87,1.63,2.81,3.58,3.34,2.83,1.82,1.39,0.91
505.683,3.55,3.89,1.61,2.81,3.63,3.36,2.86,1.83,1.39,0.89
506.032,3.57,3.85,1.58,2.78,3.62,3.37,2.85,1.79,1.38,0.87
506.382,3.53,3.84,1.56,2.78,3.6,3.34,2.85,1.8,1.34,0.89
506.731,3.51,3.81,1.55,2.72,3.58,3.35,2.84,1.78,1.28,0.88
507.08,3.55,3.84,1.56,2.79,3.6,3.39,2.85,1.79,1.26,0.88
507.43,3.55,3.82,1.58,2.81,3.6,3.44,2.81,1.78,1.21,0.87
507.779,3.56,3.84,1.63,2.89,3.62,3.46,2.87,1.82,1.25,0.9
508.128,3.57,3.83,1.6,2.86,3.61,3.45,2.84,1.81,1.21,0.88
508.477,3.53,3.81,1.59,2.89,3.62,3.42,2.79,1.82,1.18,0.87
508.826,3.54,3.8,1.61,2.9,3.63,3.43,2.77,1.85,1.13,0.85
509.176,3.53,3.8,1.61,2.94,3.65,3.46,2.79,1.84,1.16,0.85
509.525,3.49,3.78,1.58,2.92,3.61,3.44,2.81,1.8,1.13,0.85
509.874,3.45,3.81,1.6,2.97,3.62,3.44,2.84,1.78,1.12,0.85
510.222,3.51,3.86,1.66,3.08,3.68,3.51,2.94,1.83,1.2,0.88
510.571,3.51,3.88,1.69,3.14,3.74,3.53,2.99,1.84,1.26,0.92
510.92,3.52,3.84,1.7,3.14,3.74,3.54,3,1.88,1.26,0.92
511.269,3.56,3.88,1.72,3.2,3.75,3.53,3.09,1.91,1.29,0.93
511.618,3.58,3.88,1.72,3.17,3.77,3.56,3.04,1.88,1.31,0.91
511.967,3.54,3.89,1.74,3.19,3.8,3.61,3.08,1.86,1.31,0.91
512.315,3.61,3.95,1.73,3.21,3.88,3.63,3.12,1.92,1.37,0.91
512.664,3.62,3.97,1.69,3.18,3.88,3.58,3.09,1.91,1.39,0.89
513.012,3.61,3.93,1.69,3.16,3.85,3.55,3.05,1.89,1.37,0.87
513.361,3.6,3.96,1.69,3.17,3.83,3.55,3,1.9,1.34,0.84
513.71,3.62,3.96,1.68,3.16,3.81,3.55,2.99,1.92,1.35,0.83
514.058,3.63,3.99,1.68,3.14,3.78,3.59,2.96,1.89,1.37,0.85
514.406,3.66,4.01,1.68,3.15,3.77,3.6,2.96,1.91,1.35,0.85
514.755,3.62,4.02,1.67,3.14,3.73,3.55,2.92,1.84,1.32,0.85
515.103,3.6,4.03,1.67,3.07,3.72,3.48,2.88,1.81,1.29,0.85
515.451,3.57,4.05,1.65,3.12,3.7,3.46,2.89,1.83,1.23,0.86
515.8,3.59,4.04,1.66,3.14,3.67,3.43,2.86,1.84,1.25,0.85
516.148,3.55,4,1.62,3.13,3.6,3.39,2.86,1.76,1.19,0.84
516.496,3.55,3.99,1.65,3.15,3.61,3.44,2.91,1.77,1.22,0.84
516.844,3.6,4.03,1.64,3.18,3.64,3.48,2.96,1.78,1.21,0.82
517.192,3.65,3.99,1.61,3.19,3.62,3.49,2.97,1.73,1.23,0.82
517.54,3.63,4,1.61,3.17,3.62,3.51,2.98,1.72,1.23,0.77
517.888,3.63,3.98,1.61,3.17,3.65,3.48,3.02,1.72,1.23,0.74
518.236,3.63,4,1.63,3.19,3.66,3.5,3.06,1.74,1.28,0.78
518.584,3.66,4.05,1.65,3.26,3.72,3.58,3.15,1.78,1.34,0.81
518.932,3.69,4.04,1.62,3.28,3.74,3.63,3.16,1.79,1.31,0.82
519.28,3.66,4.02,1.6,3.26,3.75,3.6,3.18,1.77,1.32,0.78
519.628,3.66,4.04,1.57,3.26,3.8,3.6,3.22,1.77,1.31,0.75
519.975,3.65,4.04,1.61,3.29,3.82,3.59,3.23,1.8,1.3,0.72
520.323,3.67,4.08,1.61,3.31,3.84,3.62,3.27,1.83,1.31,0.75
520.671,3.63,4.07,1.65,3.27,3.77,3.65,3.3,1.83,1.3,0.78
521.018,3.56,4.07,1.67,3.26,3.75,3.61,3.29,1.79,1.28,0.75
521.366,3.6,4.09,1.67,3.34,3.76,3.64,3.36,1.85,1.3,0.77
521.713,3.58,4.09,1.69,3.37,3.77,3.67,3.38,1.86,1.31,0.77
522.061,3.56,4.09,1.69,3.38,3.74,3.63,3.37,1.83,1.25,0.71
522.408,3.56,4.1,1.68,3.39,3.73,3.65,3.38,1.84,1.28,0.71
522.756,3.57,4.13,1.71,3.45,3.74,3.74,3.43,1.89,1.37,0.71
523.103,3.57,4.14,1.72,3.45,3.73,3.78,3.45,1.91,1.37,0.72
523.45,3.63,4.18,1.77,3.45,3.72,3.83,3.47,1.94,1.44,0.77
523.798,3.62,4.17,1.74,3.44,3.72,3.86,3.51,1.95,1.47,0.78
524.145,3.63,4.17,1.72,3.44,3.68,3.85,3.5,1.93,1.45,0.8
524.492,3.65,4.16,1.7,3.44,3.71,3.81,3.5,1.92,1.44,0.8
524.839,3.73,4.23,1.72,3.47,3.8,3.92,3.58,1.97,1.52,0.86
525.186,3.79,4.25,1.76,3.52,3.92,3.98,3.63,1.99,1.59,0.94
525.533,3.74,4.24,1.72,3.44,3.9,3.92,3.62,1.96,1.56,0.93
525.88,3.74,4.23,1.68,3.44,3.88,3.96,3.61,1.95,1.53,0.89
526.227,3.74,4.22,1.66,3.4,3.88,3.96,3.58,1.94,1.49,0.88
526.574,3.76,4.24,1.64,3.41,3.92,3.99,3.6,1.91,1.49,0.91
526.921,3.8,4.26,1.68,3.45,3.95,4.02,3.62,1.9,1.53,0.97
