wavelength,fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,fac_9,fac_10
331.186,22.56,19.8,16.88,12.85,12.77,14.27,6.42,9.92,10.3,8.78
331.556,22.57,19.74,16.9,12.84,12.83,14.29,6.36,9.84,10.21,8.75
331.926,22.63,19.81,16.86,12.88,12.96,14.27,6.36,9.8,10.23,8.79
332.296,22.72,19.81,16.86,12.84,13.03,14.31,6.35,9.77,10.18,8.73
332.666,22.73,19.85,16.9,13,13.14,14.37,6.42,9.79,10.23,8.74
333.036,22.81,19.97,16.85,13.05,13.19,14.4,6.42,9.76,10.19,8.73
333.405,22.84,20.01,16.82,13.03,13.25,14.44,6.38,9.8,10.16,8.74
333.775,22.89,20.04,16.78,13.03,13.26,14.54,6.39,9.84,10.18,8.7
334.144,22.91,20.15,16.82,13.03,13.32,14.59,6.48,9.86,10.19,8.74
334.514,23.01,20.14,16.83,13.05,13.33,14.58,6.49,9.87,10.24,8.78
334.884,23.01,20.17,16.94,13.14,13.39,14.7,6.5,9.93,10.32,8.82
335.253,23.02,20.22,16.9,13.23,13.49,14.68,6.44,9.97,10.26,8.85
335.623,22.99,20.29,16.89,13.32,13.53,14.64,6.51,10.03,10.31,8.89
335.992,22.97,20.31,16.9,13.33,13.48,14.6,6.49,10.07,10.31,8.81
336.361,23.04,20.36,16.9,13.4,13.5,14.6,6.45,10.1,10.34,8.81
336.731,23.07,20.36,16.86,13.34,13.55,14.55,6.4,10.07,10.34,8.79
337.1,23.06,20.27,16.88,13.32,13.59,14.62,6.39,10.09,10.35,8.78
337.469,23.14,20.23,16.85,13.41,13.63,14.65,6.41,10.06,10.39,8.79
337.838,23.16,20.2,16.84,13.39,13.65,14.57,6.42,10.03,10.34,8.8
338.208,23.22,20.15,16.8,13.41,13.63,14.53,6.34,9.94,10.33,8.73
338.577,23.24,20.19,16.82,13.49,13.79,14.63,6.37,9.97,10.33,8.74
338.946,23.24,20.19,16.76,13.45,13.88,14.57,6.41,9.97,10.34,8.7
339.315,23.38,20.29,16.91,13.54,13.95,14.57,6.46,9.92,10.42,8.76
339.684,23.36,20.24,16.9,13.51,13.91,14.61,6.43,9.83,10.4,8.71
340.053,23.46,20.2,16.93,13.55,13.95,14.64,6.45,9.81,10.35,8.73
340.422,23.4,20.12,17,13.58,13.99,14.67,6.52,9.78,10.37,8.8
340.79,23.44,20.1,17.02,13.67,14.04,14.69,6.51,9.76,10.38,8.81
341.159,23.44,20.14,17.01,13.7,14.05,14.62,6.55,9.71,10.45,8.85
341.528,23.39,20.17,17.05,13.76,14.13,14.63,6.53,9.71,10.46,8.88
341.897,23.43,20.16,17.09,13.85,14.22,14.68,6.58,9.82,10.47,8.87
342.266,23.41,20.18,17.14,13.85,14.28,14.68,6.6,9.84,10.5,8.83
342.634,23.35,20.12,17.16,13.79,14.17,14.58,6.6,9.82,10.47,8.76
343.003,23.39,20.15,17.22,13.86,14.18,14.59,6.57,9.77,10.51,8.78
343.371,23.26,20.12,17.11,13.85,14.14,14.61,6.5,9.83,10.46,8.7
343.74,23.39,20.23,17.12,13.92,14.18,14.6,6.55,9.91,10.51,8.73
344.108,23.42,20.3,17.15,13.97,14.2,14.65,6.59,9.9,10.6,8.8
344.477,23.5,20.39,17.09,14,14.25,14.67,6.61,9.93,10.64,8.81
344.845,23.49,20.39,17.13,14.03,14.26,14.69,6.6,9.95,10.68,8.79
345.214,23.6,20.47,17.23,14.1,14.39,14.81,6.63,10.05,10.72,8.8
345.582,23.71,20.51,17.27,14.04,14.41,14.79,6.67,10.11,10.76,8.85
345.95,23.79,20.61,17.33,14.13,14.52,14.79,6.66,10.1,10.82,8.85
346.319,23.86,20.68,17.32,14.26,14.58,14.9,6.74,10.22,10.88,8.92
346.687,23.89,20.77,17.36,14.39,14.74,14.97,6.76,10.31,10.93,9.02
347.055,23.94,20.74,17.32,14.42,14.74,15.03,6.79,10.34,10.92,9.05
347.423,23.97,20.73,17.44,14.45,14.83,15.04,6.87,10.36,10.98,9.11
347.791,23.95,20.66,17.43,14.49,14.89,15.08,6.84,10.31,10.98,9.13
348.159,23.89,20.66,17.39,14.53,14.98,15.08,6.85,10.33,11.03,9.07
348.527,23.88,20.67,17.45,14.56,15.03,15.02,6.91,10.29,11,9
348.895,23.89,20.72,17.47,14.6,15.02,15.1,6.95,10.36,11.05,9.07
349.263,23.89,20.74,17.38,14.63,15.09,15.11,6.9,10.33,10.99,9.08
349.631,23.85,20.73,17.4,14.67,15.16,15.18,6.91,10.31,11,9.01
349.999,23.86,20.71,17.34,14.7,15.14,15.2,6.94,10.32,11,9.04
350.367,23.91,20.73,17.42,14.76,15.2,15.22,6.95,10.24,10.99,9.14
350.734,23.91,20.72,17.51,14.83,15.2,15.18,6.96,10.2,11.02,9.11
351.102,23.98,20.81,17.5,14.89,15.31,15.17,6.97,10.27,11.04,9.16
351.47,24.12,20.92,17.45,14.94,15.3,15.28,6.94,10.26,11.06,9.1
351.837,24.19,21.06,17.48,15.03,15.4,15.34,6.98,10.33,11.11,9.17
352.205,24.28,21.04,17.54,15.09,15.46,15.35,6.98,10.41,11.12,9.25
352.573,24.32,21.08,17.57,15.22,15.53,15.48,6.91,10.49,11.14,9.28
352.94,24.4,21.16,17.54,15.24,15.63,15.48,6.93,10.54,11.14,9.32
353.308,24.42,21.23,17.68,15.35,15.66,15.52,7.04,10.62,11.25,9.45
353.675,24.55,21.32,17.71,15.49,15.74,15.53,7.07,10.7,11.25,9.57
354.042,24.55,21.36,17.85,15.58,15.82,15.53,7.06,10.7,11.29,9.6
354.41,24.55,21.39,17.87,15.62,15.82,15.52,7.02,10.75,11.3,9.57
354.777,24.59,21.43,17.86,15.69,15.88,15.62,7.05,10.76,11.32,9.68
355.144,24.53,21.47,17.91,15.76,15.88,15.64,7.07,10.75,11.29,9.65
355.511,24.54,21.43,17.98,15.9,15.98,15.67,7.17,10.81,11.39,9.81
355.879,24.58,21.49,18.09,15.95,16.03,15.73,7.22,10.87,11.47,9.83
356.246,24.59,21.55,18.15,16.03,16.11,15.81,7.3,10.89,11.52,9.84
356.613,24.72,21.64,18.21,16.09,16.12,15.84,7.37,10.9,11.64,9.91
356.98,24.82,21.77,18.4,16.29,16.28,15.92,7.48,10.96,11.72,9.99
357.347,24.88,21.78,18.39,16.29,16.29,15.95,7.48,10.96,11.77,9.9
357.714,24.88,21.81,18.4,16.38,16.36,16.06,7.5,10.96,11.87,9.92
358.081,24.88,21.88,18.32,16.35,16.27,16.09,7.53,10.9,11.83,9.91
358.448,24.94,22,18.28,16.39,16.34,16.13,7.61,10.99,11.84,9.95
358.815,25.01,22.06,18.29,16.42,16.36,16.15,7.6,11.07,11.89,9.92
359.181,25.1,22.07,18.35,16.5,16.46,16.23,7.63,11.16,12.03,10
359.548,25.09,22.12,18.4,16.53,16.52,16.2,7.62,11.21,11.98,9.93
359.915,25.14,22.09,18.37,16.53,16.56,16.19,7.61,11.22,11.93,9.92
360.282,25.23,22.16,18.39,16.56,16.55,16.16,7.58,11.2,11.86,9.88
360.648,25.18,22.1,18.37,16.6,16.6,16.1,7.6,11.3,11.77,9.9
361.015,25.15,22.02,18.36,16.55,16.47,16.03,7.56,11.3,11.76,9.8
361.381,25.16,22.05,18.42,16.71,16.48,16.02,7.58,11.34,11.73,9.85
361.748,25.21,22.03,18.51,16.73,16.47,16.02,7.55,11.36,11.72,9.82
362.114,25.34,22.1,18.58,16.86,16.59,16.1,7.6,11.54,11.9,9.87
362.481,25.36,22.06,18.68,16.96,16.72,16.16,7.63,11.52,11.96,9.92
362.847,25.38,22.07,18.7,16.95,16.79,16.17,7.62,11.58,11.96,9.95
363.214,25.44,22.19,18.75,16.98,16.83,16.19,7.68,11.63,11.97,9.96
363.58,25.56,22.31,18.77,17.06,16.88,16.25,7.78,11.65,12.03,10.03
363.946,25.6,22.36,18.81,17.22,16.95,16.29,7.82,11.71,12.09,10.05
364.312,25.58,22.41,18.83,17.26,16.98,16.37,7.78,11.74,12.12,10.12
364.678,25.61,22.5,18.94,17.36,17.08,16.52,7.8,11.76,12.23,10.14
365.045,25.63,22.6,18.94,17.4,17.19,16.63,7.81,11.7,12.19,10.23
365.411,25.71,22.63,18.95,17.39,17.3,16.62,7.82,11.74,12.25,10.25
365.777,25.66,22.74,18.97,17.5,17.34,16.67,7.94,11.79,12.31,10.3
366.143,25.64,22.68,18.97,17.49,17.34,16.63,7.85,11.74,12.26,10.28
366.509,25.71,22.72,19.03,17.55,17.37,16.6,7.84,11.79,12.31,10.26
366.875,25.87,22.82,19.1,17.69,17.45,16.65,7.99,11.82,12.36,10.32
367.241,25.92,22.81,19.08,17.77,17.51,16.62,7.94,11.83,12.31,10.32
367.606,25.89,22.76,19.14,17.85,17.51,16.61,7.91,11.83,12.31,10.3
367.972,25.87,22.81,19.22,17.83,17.59,16.6,7.92,11.84,12.3,10.33
368.338,25.87,22.81,19.28,17.95,17.66,16.62,8,11.95,12.36,10.43
368.704,25.83,22.87,19.27,18,17.67,16.56,8,11.97,12.35,10.43
369.069,25.93,22.87,19.27,18.09,17.71,16.61,8.04,12.08,12.47,10.42
369.435,25.93,22.93,19.29,18.18,17.74,16.62,8.11,12.1,12.52,10.44
369.801,26.07,23,19.35,18.24,17.77,16.68,8.18,12.2,12.57,10.52
370.166,26.11,23.09,19.46,18.33,17.88,16.76,8.32,12.24,12.63,10.59
370.532,26.11,23.18,19.52,18.45,17.91,16.83,8.36,12.27,12.7,10.66
370.897,26.11,23.27,19.55,18.57,17.96,16.98,8.35,12.32,12.8,10.72
371.263,26.17,23.29,19.63,18.65,18.08,17.11,8.43,12.39,12.92,10.87
371.628,26.23,23.36,19.61,18.71,18.16,17.19,8.46,12.46,12.99,10.96
371.993,26.37,23.41,19.62,18.81,18.16,17.26,8.55,12.54,13.04,11
372.359,26.5,23.5,19.71,18.92,18.27,17.31,8.65,12.57,13.13,11.01
372.724,26.69,23.54,19.75,19,18.28,17.37,8.71,12.57,13.21,11.06
373.089,26.78,23.6,19.84,19.08,18.31,17.36,8.75,12.64,13.22,11.13
373.454,26.87,23.69,19.92,19.15,18.41,17.47,8.77,12.71,13.31,11.19
373.82,26.84,23.65,19.96,19.18,18.46,17.46,8.72,12.73,13.36,11.18
374.185,26.92,23.73,20,19.25,18.55,17.51,8.78,12.77,13.42,11.25
374.55,27.02,23.82,20.05,19.31,18.63,17.59,8.88,12.9,13.49,11.3
374.915,27.07,23.81,20.16,19.39,18.75,17.59,9.01,12.93,13.59,11.35
375.28,27.14,23.94,20.23,19.52,18.71,17.64,9.06,12.96,13.61,11.29
375.645,27.19,24,20.38,19.56,18.77,17.73,9.14,13.04,13.73,11.33
376.01,27.24,24.08,20.5,19.68,18.86,17.82,9.21,13.11,13.83,11.41
376.374,27.33,24.23,20.58,19.78,18.91,18.01,9.26,13.21,13.99,11.5
376.739,27.32,24.3,20.6,19.91,19,18.13,9.34,13.33,14.02,11.58
377.104,27.3,24.4,20.66,20.03,19.12,18.23,9.46,13.37,14.14,11.68
377.469,27.41,24.46,20.71,20.21,19.25,18.33,9.6,13.48,14.19,11.78
377.833,27.52,24.58,20.74,20.3,19.4,18.47,9.68,13.56,14.2,11.85
378.198,27.64,24.6,20.8,20.45,19.45,18.53,9.74,13.68,14.29,11.91
378.563,27.76,24.68,20.84,20.61,19.5,18.68,9.81,13.77,14.39,12.06
378.927,27.85,24.75,20.85,20.69,19.51,18.76,9.85,13.87,14.4,12.12
379.292,27.95,24.86,20.93,20.82,19.62,18.86,9.97,14.05,14.51,12.18
379.656,28.1,24.91,20.98,21,19.75,18.92,10.09,14.12,14.58,12.3
380.021,28.17,25.02,21.06,21.1,19.84,18.93,10.12,14.2,14.69,12.32
380.385,28.26,25.09,21.13,21.23,19.86,18.9,10.26,14.25,14.74,12.43
380.749,28.41,25.16,21.24,21.31,19.96,19,10.37,14.36,14.89,12.47
381.114,28.57,25.23,21.35,21.49,19.98,19.05,10.46,14.43,14.94,12.51
381.478,28.65,25.31,21.41,21.56,19.91,19.1,10.48,14.46,15.03,12.52
381.842,28.78,25.43,21.56,21.78,19.95,19.15,10.67,14.6,15.2,12.55
382.206,28.83,25.57,21.59,21.89,20.03,19.24,10.79,14.68,15.27,12.58
382.571,28.9,25.67,21.71,21.98,20.12,19.26,10.95,14.77,15.42,12.7
382.935,28.9,25.71,21.78,22.1,20.19,19.3,10.99,14.81,15.51,12.75
383.299,28.98,25.76,21.85,22.21,20.24,19.32,11.1,14.8,15.6,12.85
383.663,29.02,25.92,21.95,22.38,20.19,19.39,11.17,14.89,15.72,12.9
384.027,29.09,26.01,21.98,22.56,20.27,19.5,11.33,14.98,15.88,13.06
384.391,29.18,26.06,22.05,22.63,20.37,19.56,11.42,15.05,15.96,13.1
384.755,29.28,26.21,22.16,22.82,20.46,19.64,11.55,15.18,16.07,13.24
385.118,29.37,26.35,22.26,22.89,20.54,19.76,11.62,15.31,16.17,13.3
385.482,29.42,26.48,22.36,22.99,20.71,19.78,11.73,15.36,16.27,13.38
385.846,29.51,26.63,22.42,23.11,20.76,19.83,11.77,15.43,16.39,13.51
386.21,29.69,26.76,22.63,23.33,20.91,19.96,11.9,15.55,16.58,13.67
386.573,29.86,26.91,22.78,23.49,21.04,20.12,12,15.59,16.67,13.8
386.937,30.05,27.16,22.92,23.67,21.16,20.27,12.15,15.73,16.85,13.92
387.301,30.16,27.28,22.97,23.84,21.3,20.38,12.29,15.84,17.04,14.1
387.664,30.33,27.42,23.09,23.91,21.5,20.45,12.44,15.94,17.17,14.23
388.028,30.48,27.54,23.17,24.05,21.56,20.58,12.56,16.05,17.27,14.26
388.391,30.62,27.66,23.26,24.21,21.68,20.7,12.69,16.15,17.36,14.34
388.755,30.67,27.7,23.39,24.35,21.76,20.76,12.83,16.2,17.47,14.4
389.118,30.81,27.78,23.46,24.49,21.9,20.87,12.96,16.27,17.68,14.58
389.481,30.92,27.85,23.58,24.69,22,21.07,13.15,16.53,17.88,14.75
389.845,31.06,27.95,23.67,24.84,22.07,21.23,13.34,16.62,17.99,14.87
390.208,31.17,28.1,23.8,24.95,22.12,21.35,13.5,16.8,18.15,15.01
390.571,31.24,28.14,23.86,25.02,22.14,21.4,13.68,16.93,18.25,14.96
390.934,31.4,28.24,23.96,25.14,22.27,21.53,13.89,17.04,18.4,15.09
391.298,31.51,28.36,24.12,25.24,22.35,21.65,14.01,17.18,18.45,15.17
391.661,31.53,28.42,24.13,25.36,22.41,21.78,14.17,17.36,18.58,15.28
392.024,31.58,28.48,24.17,25.44,22.43,21.82,14.24,17.39,18.64,15.31
392.387,31.59,28.58,24.24,25.56,22.47,21.94,14.36,17.53,18.79,15.4
392.75,31.66,28.66,24.24,25.57,22.56,21.99,14.43,17.64,18.87,15.48
393.113,31.76,28.78,24.29,25.68,22.68,22.05,14.58,17.75,18.94,15.51
393.476,31.89,28.94,24.34,25.77,22.76,22.2,14.72,17.76,19,15.65
393.838,31.95,29.02,24.43,25.85,22.87,22.29,14.87,17.88,19.13,15.73
394.201,32.06,29.08,24.4,25.91,22.9,22.35,15.01,17.93,19.2,15.76
394.564,32.11,29.18,24.45,26.04,23.06,22.34,15.09,18.04,19.28,15.94
394.927,32.14,29.26,24.46,26.14,23.05,22.4,15.19,18.12,19.36,15.95
395.289,32.23,29.34,24.5,26.24,23.11,22.45,15.31,18.16,19.45,16
395.652,32.39,29.45,24.62,26.36,23.15,22.53,15.34,18.18,19.51,16.06
396.015,32.52,29.54,24.74,26.48,23.27,22.63,15.59,18.34,19.67,16.24
396.377,32.63,29.65,24.87,26.61,23.42,22.71,15.68,18.44,19.79,16.3
396.74,32.87,29.84,25.01,26.82,23.49,22.88,15.88,18.49,19.93,16.44
397.102,32.97,29.95,25.14,26.91,23.56,23.08,16.06,18.57,20.11,16.55
397.465,33.05,29.99,25.25,26.99,23.66,23.08,16.17,18.7,20.22,16.58
397.827,33.23,30.1,25.35,27.1,23.77,23.17,16.31,18.77,20.31,16.68
398.189,33.21,30.13,25.46,27.27,23.91,23.22,16.42,18.82,20.43,16.76
398.552,33.32,30.25,25.53,27.38,23.98,23.32,16.56,18.84,20.49,16.78
398.914,33.42,30.28,25.58,27.47,24.08,23.33,16.61,18.9,20.55,16.96
399.276,33.47,30.38,25.64,27.52,24.18,23.43,16.76,18.99,20.7,17.04
399.638,33.54,30.45,25.72,27.65,24.26,23.5,16.94,19.08,20.79,17.09
400,33.6,30.56,25.75,27.83,24.31,23.56,17.02,19.11,20.86,17.15
400.363,33.68,30.58,25.69,27.84,24.35,23.57,17.14,19.17,20.92,17.23
400.725,33.72,30.58,25.7,27.95,24.47,23.58,17.24,19.29,21,17.25
401.087,33.71,30.57,25.66,28.06,24.51,23.55,17.29,19.4,20.99,17.34
401.449,33.78,30.64,25.68,28.18,24.52,23.59,17.36,19.44,21.03,17.41
401.81,33.86,30.71,25.69,28.25,24.55,23.61,17.42,19.49,21.06,17.44
402.172,34.01,30.82,25.71,28.29,24.6,23.7,17.52,19.55,21.08,17.52
402.534,34.09,30.86,25.75,28.38,24.63,23.82,17.56,19.65,21.19,17.59
402.896,34.16,30.96,25.78,28.45,24.68,23.88,17.68,19.68,21.23,17.59
403.258,34.21,31.03,25.84,28.63,24.81,23.9,17.78,19.78,21.31,17.67
403.619,34.26,31.1,25.87,28.68,24.95,23.96,17.88,19.85,21.35,17.73
403.981,34.23,31.15,25.91,28.63,25.02,24,17.99,19.86,21.38,17.78
404.343,34.26,31.24,26,28.78,25.05,24.04,18.1,19.88,21.47,17.85
404.704,34.26,31.35,26.04,28.78,25.09,24.08,18.16,19.89,21.46,17.92
405.066,34.33,31.47,26.11,28.76,25.1,24.13,18.22,19.94,21.52,17.92
405.427,34.44,31.55,26.15,28.8,25.16,24.22,18.29,19.98,21.56,17.98
405.789,34.35,31.56,26.21,28.92,25.2,24.21,18.41,20.01,21.62,18.05
406.15,34.34,31.6,26.24,29,25.22,24.2,18.52,20.07,21.67,18.04
406.512,34.42,31.73,26.23,29.08,25.25,24.24,18.62,20.13,21.66,18.13
406.873,34.47,31.78,26.32,29.17,25.32,24.33,18.75,20.21,21.68,18.15
407.234,34.52,31.77,26.31,29.23,25.31,24.34,18.83,20.22,21.72,18.19
407.596,34.5,31.79,26.34,29.29,25.33,24.36,18.95,20.27,21.8,18.22
407.957,34.64,31.86,26.42,29.39,25.42,24.47,19.01,20.42,21.84,18.32
408.318,34.72,31.87,26.51,29.5,25.5,24.55,19.04,20.49,21.83,18.3
408.679,34.76,31.85,26.55,29.54,25.5,24.58,19.14,20.53,21.89,18.31
409.04,34.83,31.89,26.63,29.7,25.61,24.65,19.25,20.54,22.01,18.42
409.401,34.79,31.94,26.65,29.77,25.68,24.67,19.36,20.56,22.08,18.45
409.762,34.9,32.02,26.64,29.79,25.76,24.77,19.37,20.64,22.13,18.49
410.123,35.01,32.09,26.73,29.91,25.81,24.86,19.46,20.66,22.21,18.58
410.484,34.95,32.12,26.75,30.05,25.9,24.92,19.56,20.71,22.31,18.61
410.845,34.98,32.2,26.74,30.16,25.91,24.95,19.61,20.78,22.42,18.69
411.206,35,32.28,26.78,30.17,25.96,25.05,19.68,20.85,22.44,18.77
411.567,35.08,32.38,26.75,30.25,25.97,25.11,19.67,20.88,22.45,18.8
411.927,35.15,32.41,26.75,30.28,25.98,25.11,19.71,20.85,22.5,18.79
412.288,35.23,32.59,26.74,30.31,26,25.21,19.82,20.94,22.59,18.91
412.649,35.4,32.83,26.81,30.67,26.24,25.34,20.12,21.15,22.91,19.15
413.009,35.45,32.93,26.74,30.76,26.23,25.38,20.2,21.18,22.89,19.13
413.37,35.5,33.04,26.79,30.84,26.25,25.43,20.25,21.26,22.88,19.18
413.731,35.52,33.07,26.9,30.89,26.26,25.49,20.34,21.32,22.88,19.2
414.091,35.5,33.14,26.88,30.88,26.29,25.54,20.38,21.41,22.92,19.27
414.452,35.59,33.14,26.93,30.86,26.26,25.53,20.42,21.5,22.91,19.26
414.812,35.65,33.2,27.03,30.89,26.3,25.52,20.49,21.46,22.9,19.27
415.172,35.72,33.25,27.02,30.97,26.37,25.57,20.52,21.52,22.93,19.3
415.533,35.75,33.27,27.09,31.02,26.39,25.59,20.6,21.56,22.96,19.34
415.893,35.79,33.35,27.14,31.17,26.44,25.63,20.69,21.64,22.93,19.38
416.253,35.73,33.36,27.19,31.27,26.47,25.65,20.75,21.62,22.91,19.43
416.613,35.69,33.21,27.14,31.02,26.27,25.6,20.53,21.57,22.68,19.29
416.974,35.68,33.2,27.23,31.02,26.31,25.53,20.55,21.57,22.63,19.33
417.334,35.67,33.13,27.16,31.08,26.38,25.52,20.55,21.58,22.65,19.34
417.694,35.63,33.15,27.14,31.11,26.45,25.5,20.61,21.56,22.72,19.37
418.054,35.74,33.17,27.13,31.14,26.49,25.56,20.64,21.62,22.7,19.41
418.414,35.72,33.24,27.08,31.14,26.56,25.58,20.65,21.62,22.71,19.4
418.774,35.68,33.22,27.05,31.15,26.58,25.69,20.63,21.67,22.74,19.36
419.134,35.7,33.27,27.07,31.18,26.52,25.66,20.67,21.64,22.72,19.33
419.494,35.76,33.3,27.04,31.15,26.54,25.71,20.66,21.66,22.72,19.34
419.853,35.68,33.26,26.95,31.05,26.49,25.71,20.65,21.6,22.76,19.29
420.213,35.73,33.29,26.89,30.98,26.5,25.7,20.61,21.64,22.77,19.26
420.573,35.77,33.4,26.93,31.03,26.59,25.76,20.65,21.61,22.76,19.28
420.933,35.85,33.45,26.93,31.05,26.63,25.9,20.66,21.63,22.81,19.32
421.292,35.95,33.53,26.98,31.07,26.62,26.02,20.74,21.7,22.81,19.33
421.652,36.03,33.64,26.97,31.05,26.56,26.03,20.67,21.71,22.79,19.28
422.011,35.99,33.63,26.99,31.07,26.6,25.96,20.69,21.64,22.77,19.23
422.371,36.04,33.65,27.08,31.06,26.62,25.97,20.78,21.65,22.78,19.32
422.73,36.09,33.66,27.08,31.1,26.7,25.95,20.87,21.68,22.8,19.43
423.09,36.12,33.71,27.13,31.19,26.76,26.06,20.9,21.76,22.87,19.45
423.449,36.17,33.75,27.16,31.25,26.77,26.04,20.99,21.81,22.92,19.5
423.809,36.29,33.84,27.25,31.38,26.86,26.13,21,21.9,22.93,19.58
424.168,36.41,33.88,27.3,31.48,26.89,26.14,21.09,21.9,22.97,19.64
424.527,36.39,33.91,27.33,31.49,26.83,26.15,21.19,21.92,23.04,19.7
424.887,36.38,33.88,27.33,31.57,26.87,26.15,21.27,21.99,23.09,19.74
425.246,36.41,33.9,27.37,31.62,26.93,26.2,21.29,21.96,23.16,19.73
425.605,36.45,33.92,27.38,31.77,27.01,26.28,21.38,22.01,23.18,19.79
425.964,36.49,33.96,27.41,31.86,27.02,26.36,21.42,22.07,23.21,19.79
426.323,36.55,33.96,27.41,31.92,27.09,26.44,21.49,22.1,23.25,19.82
426.682,36.58,34.05,27.45,31.94,27.06,26.51,21.51,22.14,23.29,19.82
427.041,36.68,34.11,27.44,31.94,27.1,26.51,21.58,22.13,23.31,19.87
427.4,36.67,34.12,27.49,31.98,27.22,26.57,21.67,22.12,23.33,19.92
427.759,36.73,34.13,27.46,32.01,27.25,26.54,21.76,22.1,23.39,20
428.118,36.73,34.14,27.54,32.02,27.37,26.62,21.81,22.1,23.43,20.03
428.477,36.75,34.18,27.46,32.05,27.46,26.65,21.8,22.15,23.38,20.04
428.835,36.83,34.28,27.5,32.07,27.49,26.73,21.88,22.2,23.48,20.08
429.194,36.87,34.36,27.52,32.05,27.47,26.68,21.96,22.31,23.48,20.16
429.553,36.96,34.36,27.55,32.04,27.45,26.71,21.99,22.35,23.5,20.23
429.911,36.99,34.39,27.55,32.01,27.48,26.7,22.04,22.36,23.54,20.3
430.27,36.97,34.42,27.53,32.03,27.45,26.73,22.05,22.4,23.5,20.28
430.629,37.05,34.43,27.52,32.05,27.53,26.72,22.08,22.42,23.56,20.3
430.987,37.03,34.46,27.54,32.11,27.56,26.77,22.1,22.47,23.56,20.34
431.346,37.04,34.5,27.52,32.1,27.52,26.72,22.1,22.48,23.54,20.31
431.704,37.04,34.52,27.59,32.14,27.55,26.81,22.16,22.56,23.58,20.32
432.062,37.06,34.58,27.53,32.17,27.57,26.79,22.22,22.62,23.53,20.36
432.421,37.09,34.61,27.61,32.26,27.63,26.82,22.26,22.63,23.58,20.37
432.779,37.11,34.64,27.59,32.26,27.65,26.79,22.24,22.61,23.53,20.36
433.137,37.14,34.62,27.64,32.33,27.71,26.89,22.26,22.59,23.53,20.34
433.496,37.16,34.65,27.67,32.4,27.83,26.93,22.32,22.58,23.54,20.35
433.854,37.23,34.7,27.67,32.48,27.87,26.97,22.33,22.62,23.55,20.38
434.212,37.37,34.78,27.76,32.57,27.92,27.03,22.34,22.61,23.65,20.44
434.57,37.36,34.78,27.81,32.6,27.93,27.09,22.38,22.61,23.62,20.47
434.928,37.36,34.76,27.85,32.55,27.91,27.11,22.43,22.58,23.57,20.41
435.286,37.4,34.75,27.85,32.64,27.98,27.2,22.47,22.64,23.66,20.41
435.644,37.42,34.75,27.83,32.6,27.93,27.17,22.49,22.56,23.62,20.35
436.002,37.48,34.73,27.84,32.65,27.92,27.18,22.54,22.54,23.64,20.36
436.36,37.54,34.7,27.83,32.62,27.87,27.2,22.51,22.49,23.64,20.34
436.718,37.5,34.67,27.78,32.68,27.82,27.18,22.54,22.49,23.57,20.31
437.075,37.54,34.68,27.76,32.69,27.83,27.12,22.59,22.48,23.59,20.34
437.433,37.49,34.71,27.75,32.66,27.78,27.12,22.65,22.43,23.6,20.39
437.791,37.5,34.74,27.77,32.63,27.87,27.17,22.76,22.49,23.65,20.38
438.149,37.51,34.77,27.78,32.63,27.89,27.2,22.83,22.51,23.65,20.36
438.506,37.53,34.84,27.73,32.69,27.87,27.17,22.86,22.52,23.63,20.39
438.864,37.57,34.93,27.74,32.74,27.95,27.22,22.94,22.59,23.74,20.48
439.221,37.58,35.02,27.78,32.74,27.98,27.26,23,22.54,23.72,20.56
439.579,37.59,35.09,27.82,32.79,28.04,27.34,23.06,22.63,23.75,20.57
439.936,37.61,35.17,27.79,32.79,28.08,27.42,23.09,22.7,23.86,20.55
440.294,37.66,35.28,27.86,32.85,28.18,27.5,23.25,22.78,23.96,20.64
440.651,37.76,35.39,27.92,32.88,28.33,27.57,23.33,22.9,24.08,20.73
441.009,37.72,35.45,27.99,32.92,28.42,27.65,23.4,22.98,24.16,20.76
441.366,37.83,35.5,28.05,33.04,28.54,27.73,23.51,23.13,24.27,20.79
441.723,37.81,35.63,28.09,33.14,28.56,27.81,23.57,23.08,24.32,20.87
442.08,37.84,35.66,28.07,33.2,28.61,27.84,23.69,23.12,24.46,21.01
442.437,37.92,35.71,28.15,33.23,28.73,27.94,23.86,23.16,24.55,21.05
442.795,37.94,35.69,28.2,33.26,28.77,27.98,23.91,23.2,24.62,21.13
443.152,38.06,35.75,28.21,33.41,28.83,28.14,23.96,23.32,24.7,21.22
443.509,38.14,35.83,28.23,33.43,28.88,28.19,24.08,23.35,24.76,21.34
443.866,38.19,35.88,28.33,33.56,28.96,28.24,24.13,23.4,24.7,21.4
444.223,38.25,35.96,28.35,33.56,28.96,28.32,24.2,23.42,24.68,21.41
444.58,38.28,36.02,28.4,33.58,28.95,28.4,24.27,23.41,24.73,21.47
444.936,38.38,36.08,28.43,33.65,28.94,28.41,24.36,23.41,24.75,21.58
445.293,38.37,36.06,28.42,33.65,28.93,28.43,24.43,23.39,24.71,21.59
445.65,38.42,36.07,28.44,33.68,28.98,28.48,24.47,23.47,24.71,21.66
446.007,38.47,36.13,28.55,33.71,29.05,28.49,24.52,23.54,24.68,21.64
446.363,38.51,36.17,28.6,33.79,29.13,28.55,24.56,23.64,24.7,21.73
